CardID,Name,Rarity,Type,Life,Cost,Attribute,Power,Counter,Color,Feature,Text,Trigger,SetInfo,ImageFileID,SeriesCode,SeriesName
OP08-070,タマゴ男爵,C,CHARACTER,,コスト3,打,4000,1000,紫,ビッグ・マム海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【KO時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分の手札からコスト5以下の「ヒヨコ子爵」1枚までを、登場させる。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-071,ニワトリ伯爵,C,CHARACTER,,コスト6,打,7000,1000,紫,ビッグ・マム海賊団,【相手のターン中】【KO時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分のデッキからコスト4以下の「タマゴ男爵」1枚までを、登場させる。その後、デッキをシャッフルする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-072,ビスケット兵,C,CHARACTER,,コスト5,斬,5000,1000,紫,ビッグ・マム海賊団,ルール上、このカードはデッキに何枚でも入れることができる。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-073,ヒヨコ子爵,C,CHARACTER,,コスト5,打,6000,1000,紫,ビッグ・マム海賊団,【相手のターン中】【KO時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分のデッキからコスト6以下の「ニワトリ伯爵」1枚までを、登場させる。その後、デッキをシャッフルする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-074,ブラックマリア,SR,CHARACTER,,コスト3,特,2000,2000,紫,百獣海賊団,【起動メイン】【ターン1回】自分のキャラの他の「ブラックマリア」がいない場合、ドン‼デッキからドン‼5枚までを、レストで追加する。その後、このターン終了時、相手の場のドン‼の枚数と同じ枚数になるように自分の場のドン‼をドン‼デッキに戻す。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-074,ブラックマリア,SR,CHARACTER,,コスト3,特,2000,2000,紫,百獣海賊団,【起動メイン】【ターン1回】自分のキャラの他の「ブラックマリア」がいない場合、ドン‼デッキからドン‼5枚までを、レストで追加する。その後、このターン終了時、相手の場のドン‼の枚数と同じ枚数になるように自分の場のドン‼をドン‼デッキに戻す。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-075,キャンディメイデン,C,EVENT,,コスト1,-,-,-,紫,ビッグ・マム海賊団,【メイン】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手のコスト2以下のキャラ1枚までを、レストにする。その後、自分のライフすべてを裏向きにする。,【】ドン‼デッキからドン‼1枚までを、アクティブで追加する。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-076,しぬほど…おいしい♡,UC,EVENT,,コスト3,-,-,-,紫,四皇/ビッグ・マム海賊団,【メイン】ドン‼デッキからドン‼1枚までを、アクティブで追加する。その後、相手のパワー6000以上のキャラがいる場合、ドン‼デッキからドン‼1枚までを、アクティブで追加する。,【】ドン‼デッキからドン‼1枚までを、アクティブで追加する。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-077,覇海,R,EVENT,,コスト6,-,-,-,紫,四皇/百獣海賊団/ビッグ・マム海賊団,【メイン】ドン‼-2(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分のリーダーが特徴《百獣海賊団》か《ビッグ・マム海賊団》を持つ場合、相手のコスト6以下のキャラ2枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-078,うるティ,C,CHARACTER,,コスト4,打,6000,1000,黒,百獣海賊団,-,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-079,カイドウ,SR,CHARACTER,,コスト9,打,9000,-,黒,元ロックス海賊団/百獣海賊団,【起動メイン】【ターン1回】自分の手札1枚を捨てることができる：このキャラが登場したターンの場合、相手のコスト7以下のキャラ1枚までを、トラッシュに置く。その後、相手は自身の手札1枚を捨てる。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-079,カイドウ,SR,CHARACTER,,コスト9,打,9000,-,黒,元ロックス海賊団/百獣海賊団,【起動メイン】【ターン1回】自分の手札1枚を捨てることができる：このキャラが登場したターンの場合、相手のコスト7以下のキャラ1枚までを、トラッシュに置く。その後、相手は自身の手札1枚を捨てる。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-080,クイーン,R,CHARACTER,,コスト1,打,2000,1000,黒,百獣海賊団,【登場時】自分のデッキの上から5枚を見て、「クイーン」以外の特徴《百獣海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-080,クイーン,R,CHARACTER,,コスト1,打,2000,1000,黒,百獣海賊団,【登場時】自分のデッキの上から5枚を見て、「クイーン」以外の特徴《百獣海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-081,ゲルニカ,C,CHARACTER,,コスト1,打,2000,1000,黒,CP0,【アタック時】自分のトラッシュから『CP』を含む特徴を持つカード3枚を好きな順番でデッキの下に置くことができる：相手のコスト0のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-082,ササキ,R,CHARACTER,,コスト1,斬,1000,2000,黒,百獣海賊団,【起動メイン】自分のドン‼1枚をレストにし、このキャラをレストにできる：相手のキャラ1枚までを、このターン中、コスト-2。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-083,シープスヘッド,UC,CHARACTER,,コスト2,斬,3000,1000,黒,百獣海賊団/SMILE,【ドン‼×1】【自分のターン中】相手のキャラすべてを、コスト-1。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-084,ジャック,SR,CHARACTER,,コスト7,斬,8000,-,黒,百獣海賊団,このキャラのコスト+4。【起動メイン】このキャラをレストにできる：カード1枚を引き、自分の手札1枚を捨てる。その後、相手のコスト3以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-084,ジャック,SR,CHARACTER,,コスト7,斬,8000,-,黒,百獣海賊団,このキャラのコスト+4。【起動メイン】このキャラをレストにできる：カード1枚を引き、自分の手札1枚を捨てる。その後、相手のコスト3以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-085,ジンベエ,UC,CHARACTER,,コスト5,打,6000,-,黒,魚人族/麦わらの一味,【ドン‼×1】【アタック時】自分のコスト8以上のキャラがいる場合、相手のコスト4以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-086,ジンラミー,C,CHARACTER,,コスト2,打,3000,1000,黒,百獣海賊団/SMILE,【登場時】相手のコスト0のキャラがいる場合、カード2枚を引き、自分の手札2枚を捨てる。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-087,スクラッチメン・アプー,UC,CHARACTER,,コスト4,射,5000,1000,黒,百獣海賊団/オンエア海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【起動メイン】【ターン1回】相手のキャラ1枚までを、このターン中、コスト-1。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-088,デュバル,UC,CHARACTER,,コスト1,射,2000,2000,黒,トビウオライダーズ,【登場時】自分のキャラ1枚までを、次の相手のターン終了時まで、コスト+1。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-089,バジル・ホーキンス,C,CHARACTER,,コスト7,斬,9000,1000,黒,百獣海賊団/ホーキンス海賊団,-,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-090,ハムレット,C,CHARACTER,,コスト3,斬,4000,1000,黒,百獣海賊団/SMILE,【登場時】自分のトラッシュからコスト2以下の特徴《SMILE》を持つキャラカード1枚までを、登場させる。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-091,フーズ・フー,R,CHARACTER,,コスト5,斬,5000,2000,黒,百獣海賊団/元CP9,【登場時】自分の手札1枚を捨てることができる：相手のコスト3以下のキャラ1枚までを、KOする。,【】相手のコスト3以下のキャラ1枚までを、KOする。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-092,ページワン,R,CHARACTER,,コスト5,打,5000,1000,黒,百獣海賊団,【登場時】自分のトラッシュからコスト4以下の「うるティ」1枚までを、登場させる。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-093,X・ドレーク,C,CHARACTER,,コスト4,斬,6000,-,黒,海軍/ドレーク海賊団/百獣海賊団,【ドン‼×1】このキャラのコスト+2。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-094,炎皇,R,EVENT,,コスト2,-,-,-,黒,百獣海賊団,【メイン】/【カウンター】自分のトラッシュからカード3枚を好きな順番でデッキの下に置くことができる：相手のコスト2以下のキャラ1枚までを、KOする。,【】このカードの【メイン】効果を発動する。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-095,鉄塊 牙閃,UC,EVENT,,コスト2,-,-,-,黒,百獣海賊団/元CP9,【メイン】自分のトラッシュが10枚以上ある場合、自分のキャラ1枚までを、次の相手のターン終了時まで、パワー+2000。,【】自分のリーダーかキャラ1枚までを、このターン中、パワー+2000。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-096,人の夢は!!!終わらねェ!!!!,C,EVENT,,コスト1,-,-,-,黒,黒ひげ海賊団,【カウンター】自分のデッキの上から1枚をトラッシュに置く。置いたカードがコスト6以上の場合、自分のリーダーかキャラ1枚までを、このバトル中、パワー+5000。,【】自分のトラッシュからコスト3以下の黒のキャラカード1枚までを、登場させる。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-097,ヘリケラトプス,C,EVENT,,コスト3,-,-,-,黒,百獣海賊団,【メイン】自分のリーダーが特徴《百獣海賊団》を持つ場合、相手のキャラ1枚までを、このターン中、コスト-2。その後、相手のコスト0のキャラ1枚までを、KOする。,【】相手のコスト3以下のキャラ1枚までを、KOする。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-098,カルガラ,L,LEADER,ライフ5,,斬,5000,-,黄,ジャヤ/空島/シャンドラの戦士,【ドン‼×1】【アタック時】自分の手札から自分の場のドン‼の枚数以下のコストを持ち、特徴《シャンドラの戦士》を持つキャラカード1枚までを、登場させる。登場させた場合、自分のライフの上から1枚を手札に加える。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-098,カルガラ,L,LEADER,ライフ5,,斬,5000,-,黄,ジャヤ/空島/シャンドラの戦士,【ドン‼×1】【アタック時】自分の手札から自分の場のドン‼の枚数以下のコストを持ち、特徴《シャンドラの戦士》を持つキャラカード1枚までを、登場させる。登場させた場合、自分のライフの上から1枚を手札に加える。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-099,カルガラ,C,CHARACTER,,コスト6,斬,8000,1000,黄,ジャヤ/空島/シャンドラの戦士,-,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-100,サウスバード,UC,CHARACTER,,コスト1,知,2000,1000,黄,動物/ジャヤ/空島,【登場時】自分のデッキの上から7枚を見て、「アッパーヤード」1枚までを、登場させる。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-101,シャーロット・エンゼル,C,CHARACTER,,コスト2,斬,3000,1000,黄,ビッグ・マム海賊団,【起動メイン】【ターン1回】自分のライフの上から1枚をトラッシュに置くことができる：自分のリーダーが特徴《ビッグ・マム海賊団》を持つ場合、このターン終了時、自分のデッキの上から1枚を、ライフの上に加える。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-102,シャーロット・オペラ,UC,CHARACTER,,コスト6,特,6000,1000,黄,ビッグ・マム海賊団,【登場時】自分の手札1枚を捨てることができる：自分のライフの枚数以下のコストを持つ相手のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-103,シャーロット・カスタード,UC,CHARACTER,,コスト2,斬,3000,1000,黄,ビッグ・マム海賊団,【起動メイン】【ターン1回】自分のライフの上から1枚を手札に加えることができる：自分のキャラ1枚までを、次の相手のターン終了時まで、パワー+1000。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-104,シャーロット・ポワール,C,CHARACTER,,コスト1,知,2000,1000,黄,ビッグ・マム海賊団,-,【】自分の手札1枚を捨てることができる：このカードを登場させる。その後、カード1枚を引く。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-105,ジュエリー・ボニー,SR,CHARACTER,,コスト3,特,4000,1000,黄,エッグヘッド/ボニー海賊団,【ドン‼×1】【自分のターン中】【ターン1回】相手のライフが離れた時、カード2枚を引き、自分の手札1枚を捨てる。,【】カード2枚を引き、自分の手札1枚を捨てる。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-105,ジュエリー・ボニー,SR,CHARACTER,,コスト3,特,4000,1000,黄,エッグヘッド/ボニー海賊団,【ドン‼×1】【自分のターン中】【ターン1回】相手のライフが離れた時、カード2枚を引き、自分の手札1枚を捨てる。,【】カード2枚を引き、自分の手札1枚を捨てる。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-106,ナミ,SR,CHARACTER,,コスト5,特,5000,1000,黄,エッグヘッド/麦わらの一味,【登場時】自分の手札から【トリガー】を持つカード1枚を捨てることができる：相手のコスト5以下のキャラ1枚までを、KOする。その後、自分の手札が3枚以下の場合、カード1枚を引く。,【】このカードの【登場時】効果を発動する。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-106,ナミ,SR,CHARACTER,,コスト5,特,5000,1000,黄,エッグヘッド/麦わらの一味,【登場時】自分の手札から【トリガー】を持つカード1枚を捨てることができる：相手のコスト5以下のキャラ1枚までを、KOする。その後、自分の手札が3枚以下の場合、カード1枚を引く。,【】このカードの【登場時】効果を発動する。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-107,ニトロ,C,CHARACTER,,コスト1,特,2000,1000,黄,ビッグ・マム海賊団/ホーミーズ,【起動メイン】このキャラをレストにできる：自分の「シャーロット・プリン」1枚までを、このターン中、パワー+2000。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-108,モンブラン・クリケット,C,CHARACTER,,コスト4,打,6000,1000,黄,ジャヤ/猿山連合軍,-,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-109,モンブラン・ノーランド,R,CHARACTER,,コスト5,斬,6000,1000,黄,ジャヤ/植物学者,【登場時】自分のリーダーが特徴《シャンドラの戦士》を持ち、自分のキャラの「カルガラ」がいる場合、自分のデッキの上から1枚までを、ライフの上に加える。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-110,ワイパー,R,CHARACTER,,コスト4,射,5000,2000,黄,空島/シャンドラの戦士,【登場時】自分のデッキの上から5枚を見て、「アッパーヤード」1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置き、自分の手札から「アッパーヤード」1枚までを、登場させる。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-110,ワイパー,R,CHARACTER,,コスト4,射,5000,2000,黄,空島/シャンドラの戦士,【登場時】自分のデッキの上から5枚を見て、「アッパーヤード」1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置き、自分の手札から「アッパーヤード」1枚までを、登場させる。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-111,S-シャーク,UC,CHARACTER,,コスト4,特,5000,1000,黄,エッグヘッド/セラフィム,【ドン‼×1】【アタック時】相手は、このバトル中、【ブロッカー】を発動できない。,【】自分の手札1枚を捨てることができる：自分のライフが2枚以下の場合、このカードを登場させる。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-112,S-スネーク,SR,CHARACTER,,コスト5,特,6000,1000,黄,エッグヘッド/セラフィム,【登場時】「モンキー・D・ルフィ」以外の相手のコスト6以下のキャラ1枚までは、次の相手のターン終了時まで、アタックできない。,【】このカードの【登場時】効果を発動する。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-112,S-スネーク,SR,CHARACTER,,コスト5,特,6000,1000,黄,エッグヘッド/セラフィム,【登場時】「モンキー・D・ルフィ」以外の相手のコスト6以下のキャラ1枚までは、次の相手のターン終了時まで、アタックできない。,【】このカードの【登場時】効果を発動する。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-113,S-ベア,C,CHARACTER,,コスト3,特,4000,1000,黄,エッグヘッド/セラフィム,-,【】自分の手札1枚を捨てることができる：自分のライフが2枚以下の場合、このカードを登場させ、相手のコスト3以下のキャラ1枚までを、KOする。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-114,S-ホーク,R,CHARACTER,,コスト4,斬,5000,1000,黄,エッグヘッド/セラフィム,【ドン‼×1】自分のライフの枚数が相手より少ない場合、このキャラは属性(斬)を持つカードとのバトルでKOされず、このキャラのパワー+2000。,【】自分の手札1枚を捨てることができる：自分のライフが2枚以下の場合、このカードを登場させる。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-115,大地は敗けない!!!,R,EVENT,,コスト1,-,-,-,黄,空島/シャンドラの戦士,【カウンター】自分のリーダーが特徴《シャンドラの戦士》を持つ場合、自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。その後、自分の手札から「アッパーヤード」1枚までを、登場させる。,【】カード2枚を引き、自分の手札1枚を捨てる。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-116,燃焼砲,C,EVENT,,コスト2,-,-,-,黄,空島/シャンドラの戦士,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、自分のライフの上か下から1枚を手札に加えてもよい。そうした場合、自分の手札から特徴《シャンドラの戦士》を持つカード1枚までを、ライフの上に表向きで加える。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-117,燃焼剣,UC,EVENT,,コスト5,-,-,-,黄,空島/シャンドラの戦士,【メイン】自分のライフの上から1枚をトラッシュに置くことができる：相手のコスト7以下のキャラ1枚までを、KOする。,【】自分のライフの上から1枚を手札に加えることができる：自分の手札1枚までを、ライフの上に加える。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-118,シルバーズ･レイリー,SEC,CHARACTER,,コスト8,斬,8000,-,赤,元ロジャー海賊団,【登場時】相手のキャラ2枚までを選び、次の相手のターン終了時まで、1枚をパワー-3000し、残りをパワー-2000。その後、相手のパワー3000以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-118,シルバーズ･レイリー,SEC,CHARACTER,,コスト8,斬,8000,-,赤,元ロジャー海賊団,【登場時】相手のキャラ2枚までを選び、次の相手のターン終了時まで、1枚をパワー-3000し、残りをパワー-2000。その後、相手のパワー3000以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-118,シルバーズ･レイリー,SEC,CHARACTER,,コスト8,斬,8000,-,赤,元ロジャー海賊団,【登場時】相手のキャラ2枚までを選び、次の相手のターン終了時まで、1枚をパワー-3000し、残りをパワー-2000。その後、相手のパワー3000以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-119,カイドウ＆リンリン,SEC,CHARACTER,,コスト10,打/特,12000,-,紫,四皇/百獣海賊団/ビッグ・マム海賊団,【アタック時】ドン‼-10：このキャラ以外のキャラすべてを、KOする。その後、自分のデッキの上から1枚までを、ライフの上に加え、相手のライフの上から1枚までを、トラッシュに置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-119,カイドウ＆リンリン,SEC,CHARACTER,,コスト10,打/特,12000,-,紫,四皇/百獣海賊団/ビッグ・マム海賊団,【アタック時】ドン‼-10：このキャラ以外のキャラすべてを、KOする。その後、自分のデッキの上から1枚までを、ライフの上に加え、相手のライフの上から1枚までを、トラッシュに置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP02-013,ポートガス・D・エース,SPカード,CHARACTER,,コスト7,特,7000,-,赤,白ひげ海賊団,【登場時】相手のキャラ2枚までを、このターン中、パワー-3000。その後、自分のリーダーが『白ひげ海賊団』を含む特徴を持つ場合、このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP03-112,シャーロット・プリン,SPカード,CHARACTER,,コスト1,知,2000,1000,黄,ビッグ・マム海賊団,【登場時】自分のデッキの上から4枚を見て、「シャーロット・プリン」以外の特徴《ビッグ・マム海賊団》を持つカードか「サンジ」1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
ST02-007,ジュエリー・ボニー,SPカード,CHARACTER,,コスト1,特,1000,1000,緑,超新星/ボニー海賊団,【起動メイン】①(コストエリアのドン‼を指定の数レストにできる)，このキャラをレストにできる：自分のデッキの上から5枚を見て、特徴《超新星》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
ST03-004,ゲッコー・モリア,SPカード,CHARACTER,,コスト4,特,5000,1000,青,王下七武海/スリラーバーク海賊団,【登場時】自分のトラッシュの「ゲッコー・モリア」以外のコスト4以下の特徴《王下七武海》か《スリラーバーク海賊団》を持つキャラカード1枚までを、手札に加える。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
ST04-005,クイーン,SPカード,CHARACTER,,コスト5,打,6000,1000,紫,百獣海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：カード2枚を引き、自分の手札1枚を捨てる。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
ST06-006,たしぎ,SPカード,CHARACTER,,コスト3,斬,4000,2000,黒,海軍,【起動メイン】このキャラをレストにできる：相手のキャラ1枚までを、このターン中、コスト-2。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
